0,111.19,222.39,333.58,444.78,88.217,141.57,238.81,344.59,452.97,176.43,207.54,282.38,375.67,476.7,264.64,285.4,342.91,422.42,513.81,352.84,367.67,413,480.27,561.65
111.19,0,111.19,222.39,333.58,141.57,87.022,140.82,238.36,344.28,207.54,174.04,205.5,280.88,374.54,285.4,261.05,282.07,340.13,420.15,367.67,348.06,363.07,408.89,476.73
222.39,111.19,0,111.19,222.39,238.81,140.82,85.8,140.07,237.92,282.38,205.5,171.6,203.43,279.36,342.91,282.07,257.39,278.66,337.3,413,363.07,343.17,358.37,404.71
333.58,222.39,111.19,0,111.19,344.59,238.36,140.07,84.553,139.31,375.67,280.88,203.43,169.1,201.32,422.42,340.13,278.66,253.65,275.2,480.27,408.89,358.37,338.18,353.58
444.78,333.58,222.39,111.19,0,452.97,344.28,237.92,139.31,83.28,476.7,374.54,279.36,201.32,166.56,513.81,420.15,337.3,275.2,249.83,561.65,476.73,404.71,353.58,333.09
88.217,141.57,238.81,344.59,452.97,0,111.19,222.39,333.58,444.78,88.217,141.57,238.81,344.59,452.97,176.43,207.54,282.38,375.67,476.7,264.64,285.4,342.91,422.42,513.81
141.57,87.022,140.82,238.36,344.28,111.19,0,111.19,222.39,333.58,141.57,87.022,140.82,238.36,344.28,207.54,174.04,205.5,280.88,374.54,285.4,261.05,282.07,340.13,420.15
238.81,140.82,85.8,140.07,237.92,222.39,111.19,0,111.19,222.39,238.81,140.82,85.8,140.07,237.92,282.38,205.5,171.6,203.43,279.36,342.91,282.07,257.39,278.66,337.3
344.59,238.36,140.07,84.553,139.31,333.58,222.39,111.19,0,111.19,344.59,238.36,140.07,84.553,139.31,375.67,280.88,203.43,169.1,201.32,422.42,340.13,278.66,253.65,275.2
452.97,344.28,237.92,139.31,83.28,444.78,333.58,222.39,111.19,0,452.97,344.28,237.92,139.31,83.28,476.7,374.54,279.36,201.32,166.56,513.81,420.15,337.3,275.2,249.83
176.43,207.54,282.38,375.67,476.7,88.217,141.57,238.81,344.59,452.97,0,111.19,222.39,333.58,444.78,88.217,141.57,238.81,344.59,452.97,176.43,207.54,282.38,375.67,476.7
207.54,174.04,205.5,280.88,374.54,141.57,87.022,140.82,238.36,344.28,111.19,0,111.19,222.39,333.58,141.57,87.022,140.82,238.36,344.28,207.54,174.04,205.5,280.88,374.54
282.38,205.5,171.6,203.43,279.36,238.81,140.82,85.8,140.07,237.92,222.39,111.19,0,111.19,222.39,238.81,140.82,85.8,140.07,237.92,282.38,205.5,171.6,203.43,279.36
375.67,280.88,203.43,169.1,201.32,344.59,238.36,140.07,84.553,139.31,333.58,222.39,111.19,0,111.19,344.59,238.36,140.07,84.553,139.31,375.67,280.88,203.43,169.1,201.32
476.7,374.54,279.36,201.32,166.56,452.97,344.28,237.92,139.31,83.28,444.78,333.58,222.39,111.19,0,452.97,344.28,237.92,139.31,83.28,476.7,374.54,279.36,201.32,166.56
264.64,285.4,342.91,422.42,513.81,176.43,207.54,282.38,375.67,476.7,88.217,141.57,238.81,344.59,452.97,0,111.19,222.39,333.58,444.78,88.217,141.57,238.81,344.59,452.97
285.4,261.05,282.07,340.13,420.15,207.54,174.04,205.5,280.88,374.54,141.57,87.022,140.82,238.36,344.28,111.19,0,111.19,222.39,333.58,141.57,87.022,140.82,238.36,344.28
342.91,282.07,257.39,278.66,337.3,282.38,205.5,171.6,203.43,279.36,238.81,140.82,85.8,140.07,237.92,222.39,111.19,0,111.19,222.39,238.81,140.82,85.8,140.07,237.92
422.42,340.13,278.66,253.65,275.2,375.67,280.88,203.43,169.1,201.32,344.59,238.36,140.07,84.553,139.31,333.58,222.39,111.19,0,111.19,344.59,238.36,140.07,84.553,139.31
513.81,420.15,337.3,275.2,249.83,476.7,374.54,279.36,201.32,166.56,452.97,344.28,237.92,139.31,83.28,444.78,333.58,222.39,111.19,0,452.97,344.28,237.92,139.31,83.28
352.84,367.67,413,480.27,561.65,264.64,285.4,342.91,422.42,513.81,176.43,207.54,282.38,375.67,476.7,88.217,141.57,238.81,344.59,452.97,0,111.19,222.39,333.58,444.78
367.67,348.06,363.07,408.89,476.73,285.4,261.05,282.07,340.13,420.15,207.54,174.04,205.5,280.88,374.54,141.57,87.022,140.82,238.36,344.28,111.19,0,111.19,222.39,333.58
413,363.07,343.17,358.37,404.71,342.91,282.07,257.39,278.66,337.3,282.38,205.5,171.6,203.43,279.36,238.81,140.82,85.8,140.07,237.92,222.39,111.19,0,111.19,222.39
480.27,408.89,358.37,338.18,353.58,422.42,340.13,278.66,253.65,275.2,375.67,280.88,203.43,169.1,201.32,344.59,238.36,140.07,84.553,139.31,333.58,222.39,111.19,0,111.19
561.65,476.73,404.71,353.58,333.09,513.81,420.15,337.3,275.2,249.83,476.7,374.54,279.36,201.32,166.56,452.97,344.28,237.92,139.31,83.28,444.78,333.58,222.39,111.19,0
