1000,27.799,35.183,21.527,35.136,59.592,51.313,43.054,51.184,70.225,93.748,64.581,70.204,85.041,105.27,90.63,86.108,90.338,102.24,119.54,111.35,107.63,110.98,120.8,135.7,141.04,132.34,129.16,131.89,140.19,153.16,169.73,188.95,210.1,172.93,161.12,153.49,150.69,152.97,160.11,171.52,186.4,204,223.69,244.95,206.01,192.17,181.55,174.75,172.21,174.14,180.38,190.51,203.95,220.1,238.4,258.41,224.57,211.87,202.22,196.06,193.74,195.38,200.89,209.97,222.17,237.02,254.05,257.83,243.64,231.92,223.07,217.43,215.26,216.67,221.58,229.77,240.91,254.61,276.37,263.11,252.23,244.05,238.83,236.79,238,242.4,249.84,260.05,309.77,295.34,282.91,272.75,265.13,260.26,258.31,259.35,263.32,270.12,279.52,343.66,328.31,314.66,302.96,293.42,286.28,281.71,279.84,280.72,284.32,290.55,299.25,377.93,361.83,347.22,334.28,323.22,314.23,307.5,303.17,301.36,302.1,305.38,311.12,319.18,395.78,380.38,366.44,354.14,343.65,335.14,328.76,324.65,322.88,323.5,326.5,331.79,339.29,348.85,414.02,399.26,385.94,374.21,364.23,350.07,346.14,344.41,344.91,347.65,352.55,359.55,368.51
27.799,1000,59.62,35.136,21.45,35.089,70.319,51.184,42.9,51.055,70.13,70.204,64.35,69.992,84.866,102.5,90.338,85.8,90.044,101.98,121.15,110.98,107.25,110.61,120.46,153.94,140.62,131.89,128.7,131.44,139.77,152.77,169.38,188.63,187.7,172.46,160.62,152.97,150.15,152.43,159.6,171.04,185.96,203.6,223.32,222.01,205.5,191.62,180.96,174.14,171.6,173.53,179.79,189.95,203.43,219.62,237.96,239.27,223.97,211.24,201.56,195.38,193.05,194.69,200.22,209.33,221.57,236.45,273.51,257.19,242.96,231.21,222.33,216.67,214.5,215.91,220.83,229.05,240.22,290.99,275.65,262.35,251.44,243.23,238,235.94,237.15,241.57,249.04,325.21,309.01,294.53,282.07,271.87,264.23,259.35,257.39,258.43,262.42,269.23,359.74,342.86,327.46,313.78,302.04,292.47,285.3,280.72,278.84,279.72,283.34,289.59,394.51,377.08,360.94,346.29,333.31,322.22,313.2,306.44,302.1,300.28,301.03,304.32,310.08,411.59,394.85,379.41,365.43,353.09,342.57,334.03,327.63,323.5,321.73,322.35,325.35,330.67,338.19,429.09,413,398.2,384.84,373.08,354.95,348.86,344.91,343.17,343.68,346.42,351.35,358.37
35.183,59.62,1000,27.799,55.597,83.396,21.604,35.183,59.62,86.12,113.24,51.313,70.319,93.818,119.18,64.811,70.416,85.216,105.41,128.47,86.414,90.63,102.5,119.76,140.45,111.72,108.02,111.35,121.15,136.01,154.49,175.44,198.08,221.9,141.46,132.79,129.62,132.34,140.62,153.55,170.08,189.27,210.38,232.91,256.47,173.39,161.62,154.02,151.22,153.49,160.62,171.99,186.83,204.4,224.05,245.28,267.71,192.71,182.13,175.35,172.83,174.75,180.96,191.06,204.47,220.58,238.85,258.82,225.16,212.5,202.88,196.74,194.43,196.06,201.56,210.6,222.77,237.59,254.58,244.31,232.63,223.81,218.19,216.03,217.43,222.33,230.49,241.6,255.26,277.09,263.87,253.02,244.86,239.67,237.63,238.83,243.23,250.64,260.82,273.46,310.53,296.14,283.74,273.61,266.02,261.17,259.23,260.26,264.23,271,280.37,292.1,344.47,329.15,315.54,303.87,294.37,287.25,282.7,280.83,281.71,285.3,291.52,300.18,311.1,362.72,348.14,335.24,324.21,315.25,308.55,304.24,302.43,303.17,306.44,312.16,320.2,330.38,342.53,381.35,367.45,355.18,344.72,336.24,325.79,324.03,324.65,327.63,332.92,340.39,349.92,361.34
21.527,35.136,27.799,1000,27.799,55.597,35.183,21.527,35.136,59.592,86.101,43.054,51.184,70.225,93.748,70.416,64.581,70.204,85.041,105.27,90.63,86.108,90.338,102.24,119.54,121.49,111.35,107.63,110.98,120.8,135.7,154.22,175.2,197.88,154.32,141.04,132.34,129.16,131.89,140.19,153.16,169.73,188.95,210.1,232.65,188.13,172.93,161.12,153.49,150.69,152.97,160.11,171.52,186.4,204,223.69,244.95,206.01,192.17,181.55,174.75,172.21,174.14,180.38,190.51,203.95,220.1,238.4,239.83,224.57,211.87,202.22,196.06,193.74,195.38,200.89,209.97,222.17,237.02,257.83,243.64,231.92,223.07,217.43,215.26,216.67,221.58,229.77,240.91,291.68,276.37,263.11,252.23,244.05,238.83,236.79,238,242.4,249.84,260.05,325.94,309.77,295.34,282.91,272.75,265.13,260.26,258.31,259.35,263.32,270.12,279.52,360.51,343.66,328.31,314.66,302.96,293.42,286.28,281.71,279.84,280.72,284.32,290.55,299.25,377.93,361.83,347.22,334.28,323.22,314.23,307.5,303.17,301.36,302.1,305.38,311.12,319.18,329.4,395.78,380.38,366.44,354.14,343.65,328.76,324.65,322.88,323.5,326.5,331.79,339.29,348.85
35.136,21.45,55.597,27.799,1000,27.799,59.62,35.136,21.45,35.089,59.564,51.184,42.9,51.055,70.13,85.216,70.204,64.35,69.992,84.866,102.5,90.338,85.8,90.044,101.98,136.31,121.15,110.98,107.25,110.61,120.46,135.4,153.95,174.97,170.78,153.94,140.62,131.89,128.7,131.44,139.77,152.77,169.38,188.63,209.81,205.59,187.7,172.46,160.62,152.97,150.15,152.43,159.6,171.04,185.96,203.6,223.32,222.01,205.5,191.62,180.96,174.14,171.6,173.53,179.79,189.95,203.43,219.62,256.68,239.27,223.97,211.24,201.56,195.38,193.05,194.69,200.22,209.33,221.57,273.51,257.19,242.96,231.21,222.33,216.67,214.5,215.91,220.83,229.05,308.09,290.99,275.65,262.35,251.44,243.23,238,235.94,237.15,241.57,249.04,342.91,325.21,309.01,294.53,282.07,271.87,264.23,259.35,257.39,258.43,262.42,269.23,377.92,359.74,342.86,327.46,313.78,302.04,292.47,285.3,280.72,278.84,279.72,283.34,289.59,394.51,377.08,360.94,346.29,333.31,322.22,313.2,306.44,302.1,300.28,301.03,304.32,310.08,318.16,411.59,394.85,379.41,365.43,353.09,334.03,327.63,323.5,321.73,322.35,325.35,330.67,338.19
59.592,35.089,83.396,55.597,27.799,1000,86.12,59.592,35.089,21.373,35.042,70.225,51.055,42.746,50.925,105.41,85.041,69.992,64.118,69.778,119.76,102.24,90.044,85.491,89.749,154.75,136.01,120.8,110.61,106.86,110.23,120.12,135.09,153.68,189.89,170.43,153.55,140.19,131.44,128.24,130.99,139.34,152.38,169.02,188.32,225.13,205.19,187.27,171.99,160.11,152.43,149.61,151.9,159.09,170.56,185.53,203.2,240.17,221.54,204.99,191.06,180.38,173.53,170.98,172.92,179.2,189.39,202.91,275.31,256.16,238.71,223.38,210.6,200.89,194.69,192.35,194,199.55,208.68,291.01,272.91,256.55,242.28,230.49,221.58,215.91,213.72,215.14,220.08,326.05,307.44,290.31,274.92,261.59,250.64,242.4,237.15,235.09,236.31,240.74,361.22,342.22,324.48,308.24,293.73,281.22,271,263.32,258.43,256.46,257.5,261.5,396.51,377.18,358.97,342.04,326.61,312.89,301.11,291.52,284.32,279.72,277.83,278.72,282.35,412.3,393.69,376.22,360.05,345.35,332.34,321.21,312.16,305.38,301.03,299.2,299.95,303.25,309.02,428.61,410.69,393.91,378.43,364.42,341.48,332.92,326.5,322.35,320.57,321.19,324.2,329.54
51.313,70.319,21.604,35.183,59.62,86.12,1000,27.799,55.597,83.396,111.19,35.183,59.62,86.12,113.24,43.207,51.313,70.319,93.818,119.18,64.811,70.416,85.216,105.41,128.47,90.921,86.414,90.63,102.5,119.76,140.45,163.26,187.42,212.48,121.82,111.72,108.02,111.35,121.15,136.01,154.49,175.44,198.08,221.9,246.56,154.7,141.46,132.79,129.62,132.34,140.62,153.55,170.08,189.27,210.38,232.91,256.47,173.39,161.62,154.02,151.22,153.49,160.62,171.99,186.83,204.4,224.05,245.28,206.52,192.71,182.13,175.35,172.83,174.75,180.96,191.06,204.47,220.58,238.85,225.16,212.5,202.88,196.74,194.43,196.06,201.56,210.6,222.77,237.59,258.47,244.31,232.63,223.81,218.19,216.03,217.43,222.33,230.49,241.6,255.26,292.36,277.09,263.87,253.02,244.86,239.67,237.63,238.83,243.23,250.64,260.82,273.46,326.66,310.53,296.14,283.74,273.61,266.02,261.17,259.23,260.26,264.23,271,280.37,292.1,344.47,329.15,315.54,303.87,294.37,287.25,282.7,280.83,281.71,285.3,291.52,300.18,311.1,324.03,362.72,348.14,335.24,324.21,315.25,304.24,302.43,303.17,306.44,312.16,320.2,330.38,342.53
43.054,51.184,35.183,21.527,35.136,59.592,27.799,1000,27.799,55.597,83.396,21.527,35.136,59.592,86.101,51.313,43.054,51.184,70.225,93.748,70.416,64.581,70.204,85.041,105.27,102.75,90.63,86.108,90.338,102.24,119.54,140.26,163.1,187.28,136.61,121.49,111.35,107.63,110.98,120.8,135.7,154.22,175.2,197.88,221.72,171.12,154.32,141.04,132.34,129.16,131.89,140.19,153.16,169.73,188.95,210.1,232.65,188.13,172.93,161.12,153.49,150.69,152.97,160.11,171.52,186.4,204,223.69,222.49,206.01,192.17,181.55,174.75,172.21,174.14,180.38,190.51,203.95,220.1,239.83,224.57,211.87,202.22,196.06,193.74,195.38,200.89,209.97,222.17,274.12,257.83,243.64,231.92,223.07,217.43,215.26,216.67,221.58,229.77,240.91,308.73,291.68,276.37,263.11,252.23,244.05,238.83,236.79,238,242.4,249.84,260.05,343.6,325.94,309.77,295.34,282.91,272.75,265.13,260.26,258.31,259.35,263.32,270.12,279.52,360.51,343.66,328.31,314.66,302.96,293.42,286.28,281.71,279.84,280.72,284.32,290.55,299.25,310.19,377.93,361.83,347.22,334.28,323.22,307.5,303.17,301.36,302.1,305.38,311.12,319.18,329.4
51.184,42.9,59.62,35.136,21.45,35.089,55.597,27.799,1000,27.799,55.597,35.136,21.45,35.089,59.564,70.319,51.184,42.9,51.055,70.13,85.216,70.204,64.35,69.992,84.866,119.98,102.5,90.338,85.8,90.044,101.98,119.32,140.07,162.93,155.02,136.31,121.15,110.98,107.25,110.61,120.46,135.4,153.95,174.97,197.67,190.21,170.78,153.94,140.62,131.89,128.7,131.44,139.77,152.77,169.38,188.63,209.81,205.59,187.7,172.46,160.62,152.97,150.15,152.43,159.6,171.04,185.96,203.6,240.61,222.01,205.5,191.62,180.96,174.14,171.6,173.53,179.79,189.95,203.43,256.68,239.27,223.97,211.24,201.56,195.38,193.05,194.69,200.22,209.33,291.58,273.51,257.19,242.96,231.21,222.33,216.67,214.5,215.91,220.83,229.05,326.66,308.09,290.99,275.65,262.35,251.44,243.23,238,235.94,237.15,241.57,249.04,361.88,342.91,325.21,309.01,294.53,282.07,271.87,264.23,259.35,257.39,258.43,262.42,269.23,377.92,359.74,342.86,327.46,313.78,302.04,292.47,285.3,280.72,278.84,279.72,283.34,289.59,298.31,394.51,377.08,360.94,346.29,333.31,313.2,306.44,302.1,300.28,301.03,304.32,310.08,318.16
70.225,51.055,86.12,59.592,35.089,21.373,83.396,55.597,27.799,1000,27.799,59.592,35.089,21.373,35.042,93.818,70.225,51.055,42.746,50.925,105.41,85.041,69.992,64.118,69.778,140.64,119.76,102.24,90.044,85.491,89.749,101.72,119.1,139.88,175.91,154.75,136.01,120.8,110.61,106.86,110.23,120.12,135.09,153.68,174.73,211.23,189.89,170.43,153.55,140.19,131.44,128.24,130.99,139.34,152.38,169.02,188.32,225.13,205.19,187.27,171.99,160.11,152.43,149.61,151.9,159.09,170.56,185.53,260.45,240.17,221.54,204.99,191.06,180.38,173.53,170.98,172.92,179.2,189.39,275.31,256.16,238.71,223.38,210.6,200.89,194.69,192.35,194,199.55,310.55,291.01,272.91,256.55,242.28,230.49,221.58,215.91,213.72,215.14,220.08,345.89,326.05,307.44,290.31,274.92,261.59,250.64,242.4,237.15,235.09,236.31,240.74,381.31,361.22,342.22,324.48,308.24,293.73,281.22,271,263.32,258.43,256.46,257.5,261.5,396.51,377.18,358.97,342.04,326.61,312.89,301.11,291.52,284.32,279.72,277.83,278.72,282.35,288.62,412.3,393.69,376.22,360.05,345.35,321.21,312.16,305.38,301.03,299.2,299.95,303.25,309.02
93.748,70.13,113.24,86.101,59.564,35.042,111.19,83.396,55.597,27.799,1000,86.101,59.564,35.042,21.295,119.18,93.748,70.13,50.925,42.59,128.47,105.27,84.866,69.778,63.885,163.42,140.45,119.54,101.98,89.749,85.18,89.453,101.46,118.87,198.5,175.68,154.49,135.7,120.46,110.23,106.47,109.85,119.77,134.78,153.41,233.67,210.95,189.58,170.08,153.16,139.77,130.99,127.77,130.53,138.91,151.99,168.67,246.27,224.77,204.8,186.83,171.52,159.6,151.9,149.06,151.36,158.58,170.09,281.63,260.04,239.73,221.06,204.47,190.51,179.79,172.92,170.36,172.3,178.6,295.38,274.82,255.63,238.15,222.77,209.97,200.22,194,191.65,193.31,330.77,310.02,290.45,272.31,255.9,241.6,229.77,220.83,215.14,212.94,214.36,366.22,345.31,325.44,306.79,289.62,274.19,260.82,249.84,241.57,236.31,234.24,235.45,401.72,380.69,360.57,341.52,323.75,307.46,292.92,280.37,270.12,262.42,257.5,255.53,256.57,416.13,395.81,376.44,358.19,341.23,325.75,311.99,300.18,290.55,283.34,278.72,276.82,277.71,281.35,431.15,411.52,392.87,375.36,359.15,331.37,320.2,311.12,304.32,299.95,298.11,298.86,302.17
64.581,70.204,51.313,43.054,51.184,70.225,35.183,21.527,35.136,59.592,86.101,1000,27.799,55.597,83.396,35.183,21.527,35.136,59.592,86.101,51.313,43.054,51.184,70.225,93.748,85.39,70.416,64.581,70.204,85.041,105.27,128.36,153.02,178.61,120.2,102.75,90.63,86.108,90.338,102.24,119.54,140.26,163.1,187.28,212.35,155.29,136.61,121.49,111.35,107.63,110.98,120.8,135.7,154.22,175.2,197.88,221.72,171.12,154.32,141.04,132.34,129.16,131.89,140.19,153.16,169.73,188.95,210.1,205.98,188.13,172.93,161.12,153.49,150.69,152.97,160.11,171.52,186.4,204,222.49,206.01,192.17,181.55,174.75,172.21,174.14,180.38,190.51,203.95,257.19,239.83,224.57,211.87,202.22,196.06,193.74,195.38,200.89,209.97,222.17,292.14,274.12,257.83,243.64,231.92,223.07,217.43,215.26,216.67,221.58,229.77,240.91,327.27,308.73,291.68,276.37,263.11,252.23,244.05,238.83,236.79,238,242.4,249.84,260.05,343.6,325.94,309.77,295.34,282.91,272.75,265.13,260.26,258.31,259.35,263.32,270.12,279.52,291.28,360.51,343.66,328.31,314.66,302.96,286.28,281.71,279.84,280.72,284.32,290.55,299.25,310.19
70.204,64.35,70.319,51.184,42.9,51.055,59.62,35.136,21.45,35.089,59.564,27.799,1000,27.799,55.597,59.62,35.136,21.45,35.089,59.564,70.319,51.184,42.9,51.055,70.13,105.55,85.216,70.204,64.35,69.992,84.866,105.12,128.24,152.92,140.82,119.98,102.5,90.338,85.8,90.044,101.98,119.32,140.07,162.93,187.14,176.14,155.02,136.31,121.15,110.98,107.25,110.61,120.46,135.4,153.95,174.97,197.67,190.21,170.78,153.94,140.62,131.89,128.7,131.44,139.77,152.77,169.38,188.63,225.49,205.59,187.7,172.46,160.62,152.97,150.15,152.43,159.6,171.04,185.96,240.61,222.01,205.5,191.62,180.96,174.14,171.6,173.53,179.79,189.95,275.79,256.68,239.27,223.97,211.24,201.56,195.38,193.05,194.69,200.22,209.33,311.08,291.58,273.51,257.19,242.96,231.21,222.33,216.67,214.5,215.91,220.83,229.05,346.46,326.66,308.09,290.99,275.65,262.35,251.44,243.23,238,235.94,237.15,241.57,249.04,361.88,342.91,325.21,309.01,294.53,282.07,271.87,264.23,259.35,257.39,258.43,262.42,269.23,278.66,377.92,359.74,342.86,327.46,313.78,292.47,285.3,280.72,278.84,279.72,283.34,289.59,298.31
